repo,instance_id,base_commit,patch,test_patch,problem_statement,hints_text,created_at,image_assets,version,FAIL_TO_PASS,PASS_TO_PASS,resolved,commit_date,author_date,author_year,author_month,commit_year,commit_month
eslint/eslint,eslint__eslint-17618,2665552ba0057e8603f9fbece0fd236f189f5cf3,,,"Code path analysis for (a && b) ?? c



**Tell us about your environment**



* **ESLint Version:** v7.7.0
* **Node Version:** v12.14.0
* **npm Version:** 6.13.4

**What parser (default, `@babel/eslint-parser`, `@typescript-eslint/parser`, etc.) are you using?**

default

**Please show your full configuration:**

<details>
<summary>Configuration</summary>


```js
module.exports = {
  parserOptions: {
    ecmaVersion: 2020
  }
};
```

</details>

**What did you do? Please include the actual source code causing the issue, as well as the command that you used to run ESLint.**


```js
(a && b) ?? c;
```

The rest of the bug report template isn't quite suitable for this issue.

Code path analysis gives the following:

<details>
<summary>DOT</summary>

```dot
digraph {
node[shape=box,style=""rounded,filled"",fillcolor=white];
initial[label="""",shape=circle,style=filled,fillcolor=black,width=0.25,height=0.25];
final[label="""",shape=doublecircle,style=filled,fillcolor=black,width=0.25,height=0.25];
s1_1[label=""Program:enter\nExpressionStatement:enter\nLogicalExpression:enter\nLogicalExpression:enter\nIdentifier (a)""];
s1_2[label=""Identifier (b)\nLogicalExpression:exit""];
s1_3[label=""Identifier (c)""];
s1_4[label=""LogicalExpression:exit\nExpressionStatement:exit\nProgram:exit""];
initial->s1_1->s1_2->s1_3->s1_4;
s1_1->s1_4;
s1_2->s1_4->final;
}
```
</details>

<details>
<summary>Image</summary>

![image](https://user-images.githubusercontent.com/44349756/91108055-31d8a600-e677-11ea-89b8-801b95d2c6af.png)

</details>

This would be correct for `(a || b) ?? c`, but I think it isn't entirely correct for `(a && b) ?? c` since there should be a path from `a` to `c` that doesn't go through `b`:

```js
(null && console.log(""b"")) ?? console.log(""c""); // logs only ""c""
```


Code path analysis for (a && b) ?? c



**Tell us about your environment**



* **ESLint Version:** v7.7.0
* **Node Version:** v12.14.0
* **npm Version:** 6.13.4

**What parser (default, `@babel/eslint-parser`, `@typescript-eslint/parser`, etc.) are you using?**

default

**Please show your full configuration:**

<details>
<summary>Configuration</summary>


```js
module.exports = {
  parserOptions: {
    ecmaVersion: 2020
  }
};
```

</details>

**What did you do? Please include the actual source code causing the issue, as well as the command that you used to run ESLint.**


```js
(a && b) ?? c;
```

The rest of the bug report template isn't quite suitable for this issue.

Code path analysis gives the following:

<details>
<summary>DOT</summary>

```dot
digraph {
node[shape=box,style=""rounded,filled"",fillcolor=white];
initial[label="""",shape=circle,style=filled,fillcolor=black,width=0.25,height=0.25];
final[label="""",shape=doublecircle,style=filled,fillcolor=black,width=0.25,height=0.25];
s1_1[label=""Program:enter\nExpressionStatement:enter\nLogicalExpression:enter\nLogicalExpression:enter\nIdentifier (a)""];
s1_2[label=""Identifier (b)\nLogicalExpression:exit""];
s1_3[label=""Identifier (c)""];
s1_4[label=""LogicalExpression:exit\nExpressionStatement:exit\nProgram:exit""];
initial->s1_1->s1_2->s1_3->s1_4;
s1_1->s1_4;
s1_2->s1_4->final;
}
```
</details>

<details>
<summary>Image</summary>

![image](https://user-images.githubusercontent.com/44349756/91108055-31d8a600-e677-11ea-89b8-801b95d2c6af.png)

</details>

This would be correct for `(a || b) ?? c`, but I think it isn't entirely correct for `(a && b) ?? c` since there should be a path from `a` to `c` that doesn't go through `b`:

```js
(null && console.log(""b"")) ?? console.log(""c""); // logs only ""c""
```


",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/44349756/91108055-31d8a600-e677-11ea-89b8-801b95d2c6af.png"", ""https://user-images.githubusercontent.com/44349756/91108055-31d8a600-e677-11ea-89b8-801b95d2c6af.png""]}",,,,True,2023-10-02 14:58:36+00:00,2023-10-02 14:58:36+00:00,2023,10,2023,10
eslint/eslint,eslint__eslint-12472,990065e5f58b6cc6922ab6cee5b97bfc56a6237a,,,"key-spacing + align: 'value' + jsx objects becomes ugly sometimes

<img width=""1440"" alt=""screenshot 2019-02-19 at 18 51 23"" src=""https://user-images.githubusercontent.com/6201068/53028310-b097c600-3477-11e9-9fe3-2a222df69e10.png"">

<img width=""1025"" alt=""image"" src=""https://user-images.githubusercontent.com/6201068/53029220-6c0d2a00-3479-11e9-877c-b001a7c6ed44.png"">

**👀 Look at the repo with minimal reproducible example (dependencies, config, source):** https://github.com/a-x-/eslint-align-check

<br/><br/>

----

<br/><br/>

**environment**

* **ESLint Version:** latest (5.13.0)
* **Node Version:** latest (11.9.0)
* **npm Version:** latest (6.8.0)

**parser**: Babel-ESLint 

**minimal configuration:** (full config has no sense never : )

```js
{
  ""plugins"": [
    ""react"",
  ],
  ""rules"": {
    ""key-spacing"": [""warn"", {
      ""multiLine"": {""align"": ""value""},
    }],
    // some related a bit rules
    ""object-curly-newline"": [""warn"", { ""multiline"": true, ""minProperties"": 5 }],
    ""object-property-newline"": [""warn"", {""allowAllPropertiesOnSameLine"": true }],
    ""object-curly-spacing"": [""warn"", ""always"", {
      ""arraysInObjects"": false,
      ""objectsInObjects"": false,
    }],
    // ...
  },
}
```

**source and command**

<details><summary>source before eslint --fix ran</summary>

```jsx
function Component () {
      return <div>
        <span style={{ display: 'inline-block', marginRight: '10px' }}>
          <Fa
            icon={ d.icon }
            style={{ marginRight: '4px', color: '#0C090A', opacity: '0.6', fontSize: '18px', verticalAlign: 'middle' }}
          />
          <span style={{ verticalAlign: 'bottom' }}>{ d.title }</span>
        </span>
        <span>
          <Fa
            icon=""location-arrow""
            style={{ marginRight: '4px', color: '#0C090A', opacity: '0.6', fontSize: '18px', verticalAlign: 'middle' }}
          />
          <span style={{ verticalAlign: 'bottom' }}>{ this.state.info?.device.app_version }</span>
          <br />
          <span style={{ color: '#999999' }} title=""Когда последний раз делал что-то в приложении"">
            { this.state.info?.device.last_request_at }
          </span>
        </span>
      </div>;
}
```

</details>

```bash
eslint --fix file.jsx
```

**Expected:** don't re-align objects in jsx curlies.


**PR?** I'm not sure, maybe I can.

key-spacing + align: 'value' + jsx objects becomes ugly sometimes

<img width=""1440"" alt=""screenshot 2019-02-19 at 18 51 23"" src=""https://user-images.githubusercontent.com/6201068/53028310-b097c600-3477-11e9-9fe3-2a222df69e10.png"">

<img width=""1025"" alt=""image"" src=""https://user-images.githubusercontent.com/6201068/53029220-6c0d2a00-3479-11e9-877c-b001a7c6ed44.png"">

**👀 Look at the repo with minimal reproducible example (dependencies, config, source):** https://github.com/a-x-/eslint-align-check

<br/><br/>

----

<br/><br/>

**environment**

* **ESLint Version:** latest (5.13.0)
* **Node Version:** latest (11.9.0)
* **npm Version:** latest (6.8.0)

**parser**: Babel-ESLint 

**minimal configuration:** (full config has no sense never : )

```js
{
  ""plugins"": [
    ""react"",
  ],
  ""rules"": {
    ""key-spacing"": [""warn"", {
      ""multiLine"": {""align"": ""value""},
    }],
    // some related a bit rules
    ""object-curly-newline"": [""warn"", { ""multiline"": true, ""minProperties"": 5 }],
    ""object-property-newline"": [""warn"", {""allowAllPropertiesOnSameLine"": true }],
    ""object-curly-spacing"": [""warn"", ""always"", {
      ""arraysInObjects"": false,
      ""objectsInObjects"": false,
    }],
    // ...
  },
}
```

**source and command**

<details><summary>source before eslint --fix ran</summary>

```jsx
function Component () {
      return <div>
        <span style={{ display: 'inline-block', marginRight: '10px' }}>
          <Fa
            icon={ d.icon }
            style={{ marginRight: '4px', color: '#0C090A', opacity: '0.6', fontSize: '18px', verticalAlign: 'middle' }}
          />
          <span style={{ verticalAlign: 'bottom' }}>{ d.title }</span>
        </span>
        <span>
          <Fa
            icon=""location-arrow""
            style={{ marginRight: '4px', color: '#0C090A', opacity: '0.6', fontSize: '18px', verticalAlign: 'middle' }}
          />
          <span style={{ verticalAlign: 'bottom' }}>{ this.state.info?.device.app_version }</span>
          <br />
          <span style={{ color: '#999999' }} title=""Когда последний раз делал что-то в приложении"">
            { this.state.info?.device.last_request_at }
          </span>
        </span>
      </div>;
}
```

</details>

```bash
eslint --fix file.jsx
```

**Expected:** don't re-align objects in jsx curlies.


**PR?** I'm not sure, maybe I can.

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/6201068/53028310-b097c600-3477-11e9-9fe3-2a222df69e10.png"", ""https://user-images.githubusercontent.com/6201068/53029220-6c0d2a00-3479-11e9-877c-b001a7c6ed44.png"", ""https://user-images.githubusercontent.com/6201068/53028310-b097c600-3477-11e9-9fe3-2a222df69e10.png"", ""https://user-images.githubusercontent.com/6201068/53029220-6c0d2a00-3479-11e9-877c-b001a7c6ed44.png""]}",,,,False,2019-11-01 21:19:38+00:00,2019-11-01 21:19:38+00:00,2019,11,2019,11
eslint/eslint,eslint__eslint-8850,5c3ac8ed3c1d8f4b8f4cd82d7c5d79d88de26ec5,,,"4.1.0 indent regression on jsx binary expressions when using parenthesis
**Tell us about your environment**

* **ESLint Version:** 4.1.1
* **Node Version:** 6.9.1
* **npm Version:** 4.5.0

**What parser (default, Babel-ESLint, etc.) are you using?**
default

**Please show your full configuration:**

```
        ""indent"": [
            ""error"",
            4,
            {
                ""SwitchCase"": 1
            }
        ],
```

**What did you do? Please include the actual source code causing the issue.**

```js
function A() {
    return (
        <div>
            {
                b && (
                    <div>
                    </div>
                )
            }
        </div>
    );
}
```

**What did you expect to happen?**

No errors - this code is fine in 4.0

**What actually happened? Please include the actual, raw output from ESLint.**

indentation errors:

![image](https://user-images.githubusercontent.com/309321/27653183-8d9abecc-5c3e-11e7-88d1-8ff00551b0cd.png)

passing code:

```js
function A() {
    return (
        <div>
            {
                b && (
                <div>
                </div>
            )
            }
        </div>
    );
}
```

Note it seems that without parenthesis it works fine.. this code passes..

```js
function A() {
    return (
        <div>
            {
                b &&
                    <div>
                    </div>
            }
        </div>
    );
}
```
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/309321/27653183-8d9abecc-5c3e-11e7-88d1-8ff00551b0cd.png""]}",,,,False,2017-06-29 21:54:54+00:00,2017-06-29 21:54:54+00:00,2017,6,2017,6
eslint/eslint,eslint__eslint-15243,796587ad950f6804d60473c2b5998ed3ec71c59e,,,"Change Request: Support async formatter
### ESLint version

8.1.0

### What problem do you want to solve?

Support async formatter

![image](https://user-images.githubusercontent.com/9125255/139874231-870511c8-68cd-42ef-9706-0e13bb3dbebd.png)

[fengzilong/eslint-formatter-mo](https://github.com/fengzilong/eslint-formatter-mo)

I had wrote an eslint formatter with code highlight feature

But it seems the highlighter didn't highlight all tokens well

Recently I want to switch highlighter to [shiki](https://github.com/shikijs/shiki) for a better highlighting result(maybe, I'm trying), but `shiki` has a async highlighter, which is not supported by ESLint currently

### What do you think is the correct solution?

`formatter` can be async function

### Participation

- [X] I am willing to submit a pull request for this change.

### Additional comments

_No response_
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/9125255/139874231-870511c8-68cd-42ef-9706-0e13bb3dbebd.png""]}",,,,False,2021-11-03 08:26:17+00:00,2021-11-03 08:26:17+00:00,2021,11,2021,11
scratchfoundation/scratch-gui,scratchfoundation__scratch-gui-2778,63c189e531ac5a5a17bbae959eb1048ae425b6ac,,,"Update autoprefixer to the latest version 🚀



## Version **9.0.0** of **autoprefixer** was just published.

<table>
  <tr>
    <th align=left>
      Dependency
    </th>
    <td>
      <a target=_blank href=https://github.com/postcss/autoprefixer>autoprefixer</a>
    </td>
  </tr>
  <tr>
      <th align=left>
       Current Version
      </th>
      <td>
        8.6.5
      </td>
    </tr>
  <tr>
    <th align=left>
      Type
    </th>
    <td>
      devDependency
    </td>
  </tr>
</table>



The version **9.0.0** is **not covered** by your **current version range**.

If you don’t accept this pull request, your project will work just like it did before. However, you might be missing out on a bunch of new features, fixes and/or performance improvements from the dependency update.

It might be worth looking into these changes and trying to get this project onto the latest version of autoprefixer.

If you have a solid test suite and good coverage, a passing build is a strong indicator that you can take advantage of these changes directly by merging the proposed change into your project. If the build fails or you don’t have such unconditional trust in your tests, this branch is a great starting point for you to work on the update.


---


<details>
<summary>Release Notes</summary>
<strong>9.0 “A Mari Usque Ad Mare”</strong>

<p><a target=""_blank"" href=""https://user-images.githubusercontent.com/19343/42785885-e32d7cec-8908-11e8-8141-156876cc296b.png""><img src=""https://user-images.githubusercontent.com/19343/42785885-e32d7cec-8908-11e8-8141-156876cc296b.png"" alt=""This is a good article. Follow the link for more information.
Arms of Canada"" width=""200"" height="""" align=""right"" style=""max-width:100%;""></a></p>
<p>Autoprefixer 9.0 brings Browserslist 4.0 and drops Node.js 4 support.</p>
<h2>Breaking Changes</h2>
<p>We removed Node.js 4 and Node.js 9 support since it doesn’t have security updates anymore.</p>
<p>We removed IE and “dead” browsers (without security updates) from Babel’s targets:</p>
<pre><code>last 2 version
not dead
not Explorer 11
not ExplorerMobile 11
node 10
node 8
node 6
</code></pre>
<p><a href=""https://urls.greenkeeper.io/ai/autoprefixer-rails"">Autoprefixer Rails</a> 9.0 dropped the RubyRacer and Sprockets 3 support.</p>
<h2>Browserslist 4.0</h2>
<p>Autoprefixer 9.0 uses <a href=""https://urls.greenkeeper.io/browserslist/browserslist"">Browserslist</a> 4.0 to get your target browsers.</p>
<p>Now you use Browserslist to specify Node.js versions. Babel 7 will use Browserslist config as well.</p>
<p>Also, Browserslist 4.0 will warn you if you didn’t update Can I Use DB for last than 6 month.</p>
<h2>PostCSS 7.0</h2>
<p>Autoprefixer 9.0 uses <a href=""https://urls.greenkeeper.io/postcss/postcss/releases/tag/7.0.0"">PostCSS 7.0</a></p>
</details>


<details>
  <summary>FAQ and help</summary>

  There is a collection of [frequently asked questions](https://greenkeeper.io/faq.html). If those don’t help, you can always [ask the humans behind Greenkeeper](https://github.com/greenkeeperio/greenkeeper/issues/new).
</details>

---


Your [Greenkeeper](https://greenkeeper.io) bot :palm_tree:


",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/19343/42785885-e32d7cec-8908-11e8-8141-156876cc296b.png"", ""https://user-images.githubusercontent.com/19343/42785885-e32d7cec-8908-11e8-8141-156876cc296b.png""]}",,,,False,2018-08-01 12:28:28+00:00,2018-08-01 12:28:28+00:00,2018,8,2018,8
scratchfoundation/scratch-gui,scratchfoundation__scratch-gui-5039,5b1670f520138ffbca7ce36e7bc9c6de9390d4f2,,,"When right-clicking sprite, duplicate menu does not show.
### Expected Behavior
At first time, right-clicking sprite, duplicate menu appears.
<img width=""217"" alt=""スクリーンショット 2019-07-26 23 10 09"" src=""https://user-images.githubusercontent.com/8245567/61958640-a8cae780-affc-11e9-94a6-e8d27b717053.png"">


### Actual Behavior
When dragging sprite to another space, copy menu does not show.
And OS's context-menu appears.

![8tw8n-n69at](https://user-images.githubusercontent.com/8245567/61958597-95b81780-affc-11e9-9ac5-1f8a4f4d465b.gif)


### Steps to Reproduce
Look at this gif file.

### Operating System and Browser
* macOS 10.14.5
* Chrome 75.0.3770.142
*  Safari 12.1.1
* FireFox 68.0.1

",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/8245567/61958640-a8cae780-affc-11e9-94a6-e8d27b717053.png"", ""https://user-images.githubusercontent.com/8245567/61958597-95b81780-affc-11e9-9ac5-1f8a4f4d465b.gif""]}",,,,False,2019-07-29 16:22:13+00:00,2019-07-29 16:22:13+00:00,2019,7,2019,7
scratchfoundation/scratch-gui,scratchfoundation__scratch-gui-8891,8c4526d5f1b5f151d6a0acebb2310d10ed76e16b,,,"ENA-231: Make setting switches colorblind friendly
### The problem
On setting switches that use buttons with icons, such as the shown/hidden switch or the rotation style setting, each icon's active state is colored in, and each icon's inactive state is grayed out. But looking at it in grayscale, you actually can't tell which one is on. See the following image:
![Image of the shown/hidden switch in color compared to an image of it in grayscale](https://user-images.githubusercontent.com/106490990/196005751-2c5dfdd1-8538-42ce-a5d6-222c73703a76.png)
For colorblind users, this can be an issue.

### The solution
We shouldn't rely on colored-in versus black-and-white to show which option was selected. Instead, we could change the background color when an option is selected, and make it white, not gray, when the option isn't selected, like so:
![The Show button has a blue background, and the Hide button has a white background.](https://user-images.githubusercontent.com/106490990/196005804-8eb0d6ea-98fc-4fd0-a4c7-b46a6f42d1f7.png)
This difference is easier for colorblind users to see.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/106490990/196005751-2c5dfdd1-8538-42ce-a5d6-222c73703a76.png"", ""https://user-images.githubusercontent.com/106490990/196005804-8eb0d6ea-98fc-4fd0-a4c7-b46a6f42d1f7.png""]}",,,,False,2023-04-05 17:30:54+00:00,2023-03-31 17:59:57+00:00,2023,3,2023,4
scratchfoundation/scratch-gui,scratchfoundation__scratch-gui-3342,a9f1e2ee3ba5e8564066102d3827bd3f1be13f15,,,"Sprite / BG Watermark on blocks workspace
## Overview
We would like to add back the watermark of the selected sprite or backdrop. This was a feature in 2.0 that helped to clarify which sprite or backdrop was selected. 

## Notes
#### Sizing and Positioning
The watermark should have max size of 48px by 48px (or 3rem by 3rem) and be position relative to the top-right corner.  This element should also be right-aligned to the zoom controls. More detailed specs below.

#### RTL
Features are are absolute positioned on the right of a container element (e.g. Add Sprite button) need to have an RTL tag so they they are properly handled when switching to a Right-to-Left language. Talk to @chrisgarrity if you have any questions

#### Opacity
Let's try 35%, but we may need to tweak. 

#### Z Index
Ideally replicate 2.0 (below blocks), but not a dealbreaker.

## Mocks
![dino - watermark](https://user-images.githubusercontent.com/3409578/43903225-f375c00a-9bb9-11e8-82dc-791bd7f69589.png)

![bear - watermark](https://user-images.githubusercontent.com/3409578/43903229-f62d9872-9bb9-11e8-9aba-8451f78296dd.png)

![stage - watermark](https://user-images.githubusercontent.com/3409578/43903232-f8b14dfa-9bb9-11e8-83d4-500f64b6959b.png)



## Specs
![dino - watermark - guides](https://user-images.githubusercontent.com/3409578/43903038-874a49d2-9bb9-11e8-9bee-8b0ce095b94e.png)

![bear - watermark - guides](https://user-images.githubusercontent.com/3409578/43903036-84fee502-9bb9-11e8-8940-0d2240fc472a.png)

![stage - watermark - guides](https://user-images.githubusercontent.com/3409578/43903035-834dc214-9bb9-11e8-95ae-0d777a4ba365.png)


",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/3409578/43903225-f375c00a-9bb9-11e8-82dc-791bd7f69589.png"", ""https://user-images.githubusercontent.com/3409578/43903229-f62d9872-9bb9-11e8-9aba-8451f78296dd.png"", ""https://user-images.githubusercontent.com/3409578/43903232-f8b14dfa-9bb9-11e8-83d4-500f64b6959b.png"", ""https://user-images.githubusercontent.com/3409578/43903038-874a49d2-9bb9-11e8-9bee-8b0ce095b94e.png"", ""https://user-images.githubusercontent.com/3409578/43903036-84fee502-9bb9-11e8-8940-0d2240fc472a.png"", ""https://user-images.githubusercontent.com/3409578/43903035-834dc214-9bb9-11e8-95ae-0d777a4ba365.png""]}",,,,False,2018-10-15 17:18:25+00:00,2018-10-15 17:18:25+00:00,2018,10,2018,10
scratchfoundation/scratch-gui,scratchfoundation__scratch-gui-4568,1a2c3bd0b752b9069896728b37dee2babd505679,,,"Slider monitors: changing the min and max
Scratch 2.0 has a feature where the min/max of a slider can be changed by right clicking the slider monitor. We are currently importing the custom range from 2.0 projects, but the range is fixed to 0-100 for monitors created in 3.0

![image](https://user-images.githubusercontent.com/654102/39999407-0caa8e36-5757-11e8-9ab8-713a2eb06eee.png)

This overlaps with the issue of decimal monitors, or, setting the ""step size"" of the sliders, because you can force the sliders to use decimal steps by using decimal min/max in a somewhat complicated way. We may want to make that setting explicit. See step size issue for more details. https://github.com/LLK/scratch-gui/issues/2052
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/654102/39999407-0caa8e36-5757-11e8-9ab8-713a2eb06eee.png""]}",,,,False,2019-02-15 16:27:01+00:00,2019-02-15 16:27:01+00:00,2019,2,2019,2
scratchfoundation/scratch-gui,scratchfoundation__scratch-gui-8492,0eb9ced9ae6d833a230c1c27dbf42dcb4e30bec4,,,"Dragging the mouse outside a modal closes it; user can lose their work
### Expected Behavior

1) in sound recording modal, mousedown on sound selection handles
2) drag them to right-hand end of sound
3) mouse goes a bit farther
4) everything is ok

### Actual Behavior

4) sound recording modal closes, losing my work! :(

![lostrec](https://user-images.githubusercontent.com/3431616/62747201-66a09d80-ba21-11e9-9112-da7e580554f1.gif)


### Ideas

Seems like this is likely to be solved by updating react-modal; see similar fix in www: https://github.com/LLK/scratch-www/pull/2987
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/3431616/62747201-66a09d80-ba21-11e9-9112-da7e580554f1.gif""]}",,,,False,2022-08-30 13:55:48+00:00,2022-08-30 13:55:48+00:00,2022,8,2022,8
prettier/prettier,prettier__prettier-4153,e2373206bcb72c1896f4ade48984d4317c1ee72c,,,"Detect fenced code block language when it is followed by attributes
Some flavours of markdown allow for addition attributes in fenced code blocks. These go directly after ```` ```[LANGUAGE]```` and are used to either style the output (e.g. add line numbers) or to execute the code (this is called literate programming). For example, code block attributes are used in [`markdow-preview-enhanced`](https://shd101wyy.github.io/markdown-preview-enhanced/#/code-chunk), which is a plugin for Atom and VSCode. Even without this plugin, Atom and VSCode support adequate syntax highlighting within markdown code blocks even when attributes are present.

<img width=""825"" alt=""screen shot 2018-03-15 at 09 41 11"" src=""https://user-images.githubusercontent.com/608862/37455474-133b946c-2835-11e8-8989-3ee8ee8ae58f.png"">


At the moment Prettier fails to detect code block language if there are any non-whitespace characters following ```` ```[LANGUAGE] ````. It'd be great if this could be fixed – should be easy.

**Prettier 1.11.1**
[Playground link](https://prettier.io/playground/#N4Igxg9gdgLgprEAuEBiVACADgGwIYCWUGAVgM4YBGOEYA1gDpRMAGb5GnTkUZEOcAHQ0A5gApOkhiAAWcHDQwB3CACccAE2mSAlAG5WbJk3SkK1WnWUEYMjHlUiArgFsEMMsahsWHYGBcNAF4oCA04DGEiOABaKFdKOFUyAF9uaD4BYQhxSS5ZeUUVdS0QXQNvIygQABoQCCwYAgzkUAdVCCUABQcEMmQQPAA3CAINWsGyGGQAMzwcMjg6ylU8ejgYAGUsNaIRZBhVJyWQDVpZ+cW6okXVGC7VkRc8C4WT8gAPACFV9a28NwAGWiryu9ScMCwEIATKCTjtkkkBs9VHQzkpqnUsKoiDAAOpjWzIAAcAAYsR1FnjVlgBti4LchnAJqo4ABHJwEVkPPBPF5IOZvOqLFwEA5HE5kPYCACKTgg8DhdRgeEoBI0RKQ0OVqwIOD2AGEIC5ngNQlBmXUnIsACqq-oCy5wFIpIA)

**Input:**
````md
## plain js block

```js   
console.log(     ""hello world""   );
```

## js block with arguments

```js {cmd=node .line-numbers}
console.log(     ""hello world""   );
```
````

**Output:**
````md
## plain js block

```js
console.log(""hello world"");
```

## js block with arguments

```js {cmd=node .line-numbers}
console.log(     ""hello world""   );
```
````

**Expected behavior:**

A code block that starts with ```` ```js {cmd=node .line-numbers}```` gets formatted exactly the same as ```` ```js````. I.e. any text after ```` ```[a-zA-Z0-9_-]* ```` is ignored when a language is being detected.

If you're wondering if a whitespace character must be present before the arguments, I'm not sure. In Atom, ```` ```js{cmd=true}```` keeps the correct syntax highlighting, while in VSCode it breaks.
",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/608862/37455474-133b946c-2835-11e8-8989-3ee8ee8ae58f.png""]}",,,,True,2018-03-13 16:47:48+00:00,2018-03-13 16:47:48+00:00,2018,3,2018,3
prettier/prettier,prettier__prettier-4115,f6f6f2e2eaa8d784ddb54e9219416e37cc3b94ec,,,"In Markdown Files, Nested Code Block/Raw HTML Indent For Each Format on Save 
I apologize if this is already an open ticket, I didn't see anything for this in particular. The issue is appearing in markdown files. When attempting to nest code blocks or raw HTML the format on save feature will add more spacing each time the file is saved which breaks the indentation. When using code blocks the issue is intermittent where once the code is nested correctly it will not break again but with raw HTML the only way to prevent the issues is to turn off format on save or ignore markdown files, neither of which is a solution. Any thoughts on a setting that may help are appreciated. 

p.s. I'm using Prettier in VS Code. 

![formatonsave](https://user-images.githubusercontent.com/25302911/37053023-4a36a348-2138-11e8-9f2a-af057a9998e7.gif)

**Input:**

1.  Some test text, the goal is to have the HTML table below nested within this number. When formatting on save Prettier will continue to add an indent each time pushing the table further and further out of sync. 

    <table class=""table table-striped"">
    <tr>
    <th>Test</th>
    <th>Table</th>
    </tr>
    <tbody>
        <tr>
        <td>will</td>
        <td>be</td>
        </tr>
        <tr>
        <td>pushed</td>
        <td>When</td>
        </tr>
        <tr>
        <td>Format on</td>
        <td>Save</td>
        </tr>
    </tbody>
    </table>


**Output on first save:**
1.  Some test text, the goal is to have the HTML table below nested within this number. When formatting on save Prettier will continue to add an indent each time pushing the table further and further out of sync.

    <table class=""table table-striped"">
<tr>
<th>Test</th>
<th>Table</th>
</tr>
<tbody>
    <tr>
    <td>will</td>
    <td>be</td>
    </tr>
    <tr>
    <td>pushed</td>
    <td>When</td>
    </tr>
    <tr>
    <td>Format on</td>
    <td>Save</td>
    </tr>
</tbody>
</table>

**Output on fourth save:**

1.  Some test text, the goal is to have the HTML table below nested within this number. When formatting on save Prettier will continue to add an indent each time pushing the table further and further out of sync.

                <table class=""table table-striped"">

            <tr>

        <th>Test</th>

    <th>Table</th>
</tr>
<tbody>
    <tr>
    <td>will</td>
    <td>be</td>
    </tr>
    <tr>
    <td>pushed</td>
    <td>When</td>
    </tr>
    <tr>
    <td>Format on</td>
    <td>Save</td>
    </tr>
</tbody>
</table>


**Expected behavior:**

1.  Some test text, the goal is to have the HTML table below nested within this number. When formatting on save Prettier will continue to add an indent each time pushing the table further and further out of sync. 

    <table class=""table table-striped"">
    <tr>
    <th>Test</th>
    <th>Table</th>
    </tr>
    <tbody>
        <tr>
        <td>will</td>
        <td>be</td>
        </tr>
        <tr>
        <td>pushed</td>
        <td>When</td>
        </tr>
        <tr>
        <td>Format on</td>
        <td>Save</td>
        </tr>
    </tbody>
    </table>




",,,"{""problem_statement"": [""https://user-images.githubusercontent.com/25302911/37053023-4a36a348-2138-11e8-9f2a-af057a9998e7.gif""]}",,,,False,2018-03-06 16:06:09+00:00,2018-03-06 16:06:09+00:00,2018,3,2018,3
