instance_id,issue_link,problem_statement,issue_category,image_assets,image_category_1,image_category_2,name
openlayers__openlayers-13150,https://github.com/openlayers/openlayers/issues/13145,"Heatmap layer opacity option is ignored
**Describe the bug**
Setting the opacity option in `ol/layer/Heatmap` has no effect.

**To Reproduce**
Open the example https://codesandbox.io/s/simple-forked-novjn?file=/main.js used in #13124 where there seemed to be no problem with the heatmap overlying the OSM layer in the shared context.  Add `opacity: 0.1` to the layer options.  It has no effect.  It appears be be unrelated to the `preserveDrawingBuffer` override as removing that and refreshing has no effect.  Then change to the latest dev version - it still no no effect,  But go back to version 6.9.0 and it was working, and the opacity setting does work for a WebGL Points layer in the latest version.

**Expected behavior**
Visually as in  version 6.9.0.

",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/351ca5866b0eaac45103021f51b5b92f7eefd4d6/test/rendering/cases/heatmap-layer-opacity/expected.png],Map/Geospatial Visualization,Desired Output,yaseen
openlayers__openlayers-12965,https://github.com/openlayers/openlayers/issues/12800,"Reduce the number of WebGL contexts required
Each WebGL TileLayer uses one WebGL context. Browsers have hard limits to the number of contexts available (typically 16). This means that an application may only have 16 TileLayers at the same time. This becomes a limiting factor in cases where WebGL TileLayers are used to render multiple raster images. Since a single GeoTIFFSource can only combine GeoTIFFs that share dimension and position, combining multiple images covering different areas leads to OpenLayers requiring a WebGL context for each such distinct dimension and position.

When the WebGL context limit has been reached, the browser will remove older WebGL contexts to keep within the hard limit. This will lead to the application using OpenLayers breaking down or misbehaving. 

I propose that (if possible) WebGL TileLayers within one OpenLayers map share a single WebGL context.  While despite this someone might still run into the 16 context limit, it is far more unlikely than with the current implementation.

",[4 Perfective maintenance],[https://raw.githubusercontent.com/openlayers/openlayers/a2f3c02ac5cde8b0afa6598f951886254b8a1833/test/rendering/cases/webgl-mixed-layers/expected.png],Map/Geospatial Visualization,Desired Output,yaseen
openlayers__openlayers-15365,https://github.com/openlayers/openlayers/issues/15362,"Layer group opacity not applied to vector tile labels
**Describe the bug**
When changing the opacity of a layer group using `setOpacity()`, it doesn't seem to affect labels rendered for vector tile layers within that group. Changing the opacity of the layer directly does indeed produce the expected outcome. Doing the same for vector layers works as expected. This only seems to be a problem for labels, since e.g. the `fill-color` behaves correctly.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to CodeSandbox https://slg36z.csb.app
2. Change the opacity of `vector` and `vectortile` sliders, it should fade out/in the labels of the corresponding layers
3. Change the `group` slider, it only changes opacity of the `vector` layer labels, while the `vectortile` labels stay unaffected

**Expected behavior**
Changing the group opacity should affect all child layers, including labels of vector tiles.

",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/5d9e8cb04ed6e314af07a0983b841a9528d071e8/test/rendering/cases/layer-vectortile-opacity-layergroup-rendermode-vector/expected.png],Map/Geospatial Visualization,Desired Output,yaseen
openlayers__openlayers-13013,https://github.com/openlayers/openlayers/issues/12995,"Black tiles with DataTileSource and WebGLTileLayer
**Describe the bug**

The`ol.layer.WebGLTile` doesn't render data that were loaded with `ol.source.DataTile` using a custom tile grid:

Extent: `[0, -23828, 23903, 0]`
Sizes: `[[1, 1], [7, 7], [ 25, 25 ], [100, 100]]`
Tile sizes: `[[770, 768], [240, 240], [240, 240], [240, 240]]`

![Screen Shot 2021-11-12 at 10 00 32 PM](https://user-images.githubusercontent.com/6855297/141603391-ded521d5-04e8-4a7c-9f11-27ae60dc5b90.png)

The following warning message gets logged:

```
WebGL warning: texImage: Desired upload requires more data than is available: (767 rows plus 770 pixels needed, 767 rows plus 258 pixels available)
```

I didn't previously experience this issue and wonder whether it may be due to either https://github.com/openlayers/openlayers/pull/11532 or https://github.com/openlayers/openlayers/pull/12024.

**Expected behavior**

Not sure whether this is a bug or whether my understanding of the tile grid is wrong. 

",[2.1 Incorrect data processing],['https://user-images.githubusercontent.com/6855297/141603391-ded521d5-04e8-4a7c-9f11-27ae60dc5b90.png'],"Code Snippet Screenshot, Data Visualization","Code, Program Input, Program Output",yaseen
openlayers__openlayers-13269,https://github.com/openlayers/openlayers/issues/13265,"ol/source/TileWMS gutter option not compatible with ol/layer/WebGLTile
**Describe the bug**
The WebGLTile layer renderer does not clip the image gutter before creating textures, resulting in misplacement and duplication.

**To Reproduce**
https://codesandbox.io/s/wms-tiled-forked-l14v5

**Expected behavior**
Clip the gutter (adjusted for pixel ratio if necessary) to produce output similar to when used with ol/layer/Tile.

",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/6a26e6a27406a7270e682a5fa481d7d80a754f55/test/rendering/cases/webgl-data-tile-tilepixelratio2/expected.png],Miscellaneous,Desired Output,yaseen
openlayers__openlayers-15787,https://github.com/openlayers/openlayers/issues/15786,"WebGLTileLayer with palette style stops working after map.removeLayer/map.addLayer
**Describe the bug**
WebGLTileLayers with a style that includes a palette seem to break when removed and added back to map.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to https://codesandbox.io/p/sandbox/cog-style-forked-2vg3p9?file=%2Findex.html%3A22%2C68 (A modified cog-style example w/ a button added to `addLayer()`/`removeLayer()` from map)
2. Click 'Add / Remove layer' button multiple times and see there is no problem.
3. Switch layer style to 'NDVI w/ palette 1'
4. Click 'Add / Remove layer' button multiple times and see there is now a black layer
5. Note in console warnings/errors (vary by browser) something along the lines of:
`WebGL warning: bindTexture: `tex` is from a different (or lost) WebGL context.` or `WebGL: INVALID_OPERATION: bindTexture: object does not belong to this context`

**Expected behavior**
That the WebGLTileLayer shows with proper style when added back to map
",[2.5 Incorrect configuration processing],[https://raw.githubusercontent.com/openlayers/openlayers/431914b46e9d63cf0e5bba6e0e89c45b596a76f6/test/rendering/cases/cog-palette-add-remove/expected.png],Miscellaneous,Desired Output,yaseen
openlayers__openlayers-11649,https://github.com/openlayers/openlayers/issues/11632,"Broken Projections when using proj4js definitions
OpenLayers produces broken projections when using ol 6.4.3 and proj4js 2.6.2 for (at least) geographic CRS.
Adding a new definition in proj via `defs` with the official strings (from epsg.io or spatialreference.org) works nicely in proj4js.
But using the `register` function of `ol.proj.proj4` then creates an invalid projection.
Invalid means that required parameters like `units` are undefined and `axisOrientation` is set to wrong default values.

Example:

```
proj4.defs('EPSG:4258', '+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs');
ol.proj.proj4.register(proj4);
```
![image](https://user-images.githubusercontent.com/1381363/95451713-7a6acb00-0968-11eb-973a-4b5d8e3cd12f.png)
![image](https://user-images.githubusercontent.com/1381363/95451752-88205080-0968-11eb-8326-c0f51ef62e8d.png)

The map display / projection is broken when using this ol.Projection.

**Expected behavior**
When having a proj4js definition which does not have a unit set, the default should be ""degrees"" instead of undefined.
In fact, all EPSG definitions for proj4js are missing the unit for geographic projections and there are only ""m"", ""ft"" and ""us-ft"".

Besides, the axisOrientation needs to be configured correctly in order to render a map correctly.
The broken definition from above needs to have a 'neu' order, but the definition has no axis given and openlayers defaults to 'enu'.
There are only 28 definitions for proj4js out of 3910 which have an axis given (""+axis=wsu"")

Am i doing something totally wrong or is this somehow unusable for geographic projections in the current state?


",[1.4 Incomplete configuration processing],"['https://user-images.githubusercontent.com/1381363/95451713-7a6acb00-0968-11eb-973a-4b5d8e3cd12f.png', 'https://user-images.githubusercontent.com/1381363/95451752-88205080-0968-11eb-8326-c0f51ef62e8d.png']",Code Snippet Screenshot,Code,yaseen
openlayers__openlayers-15614,https://github.com/openlayers/openlayers/issues/15611,"setOpacity on Vector Layer with 'declutter' set causes layer to disappear.
**Describe the bug**
This one has me a bit stumped!

As of v9.0 calling setOpacity on a VectorLayer when `declutter` is enabled causes that layer to disappear.

**To Reproduce**
Steps to reproduce the behavior
(Apologies for not linking directly to an example as CodeSandbox won't let users create their own drafts anymore without paying)

1. Go to https://openlayers.org/en/latest/examples/vector-labels.html
2. Edit codesandbox example to add `declutter: true` to vectorPoints layer definition (or seemingly to *any* vector layer defined also causes the issue). Then add the following at the end of the example code:
```js
 setTimeout(() => {
  vectorPoints.setOpacity(0.5);
}, 2000);
```
3. Run example, and watch vectorPoints layer disappear after 2 seconds when `setOpacity` is called

**Expected behavior**
The layer to correctly update it's opacity without vanishing

",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/237286f9a7183750946fcb289c68072a93be4b9c/test/rendering/cases/layer-vector-declutter/expected.png],Diagram,Desired Output,yaseen
openlayers__openlayers-10340,https://github.com/openlayers/openlayers/issues/10339,"Issues with size and shapes in Draw interaction with useGeographic
**Describe the bug**
Drawn circles and other custom geometry do not have the expected shape/size in the view when useGeographic is specified.  As noted in the comment in #10328 a drawn circle does not always extend to the pointer position as it would in non-geographic mode.  This is very noticeable in higher latitudes.

Additionally regular shapes produced by createRegularPolygon can be far from regular

![image](https://user-images.githubusercontent.com/49240900/69544237-373d7e80-0f87-11ea-9303-b5be8a4c1ed4.png)

and if the view projection is not parallel to WGS84 using createBox to draw a box such as this would not be possible

![image](https://user-images.githubusercontent.com/49240900/69544386-85528200-0f87-11ea-9f83-02ed50f36724.png)

**Expected behavior**
useGeographic should not affect the drawn geometry (although createRegularPolygon and createBox could potentially have an option to produce a result which is regular in a different projection)

",[2.4 Incorrect output],"['https://user-images.githubusercontent.com/49240900/69544237-373d7e80-0f87-11ea-9303-b5be8a4c1ed4.png', 'https://user-images.githubusercontent.com/49240900/69544386-85528200-0f87-11ea-9f83-02ed50f36724.png']",Map/Geospatial Visualization,Program Output,yaseen
openlayers__openlayers-13975,https://github.com/openlayers/openlayers/issues/13909,"ol.style.icon - Dependency between 'scale' and 'displacement'?
Hi,

is there any dependency between the options ""scale"" and ""displacement"" for ol.style.icon?
I created an example at https://codepen.io/gott18/pen/poLpbex
As you can see, the icons should have the same Y position for the bottom of the icons, however, they change their Y position when modifying their scale. Is this the expected behavior or is there an issue in the library?

In case this behavior is expected, where is it documented? On https://openlayers.org/en/latest/apidoc/module-ol_style_Icon-Icon.html it seems to be not mentioned.

Thanks,

Thomas
",[2.1 Incorrect data processing],[https://raw.githubusercontent.com/openlayers/openlayers/c327740108c4904d3df3866aceef2fccc88871da/test/rendering/cases/regularshape-style/expected.png],Diagram,Desired Output,yaseen
openlayers__openlayers-9307,https://github.com/openlayers/openlayers/issues/7976,"ol.style.text - gap between two line text
- [x] I am submitting a bug or feature request, not a usage question. Go to https://stackoverflow.com/questions/tagged/openlayers for questions.
- [x] I have searched GitHub to see if a similar bug or feature request has already been reported.
- [x] I have verified that the issue is present in the latest version of OpenLayers (see 'LATEST' on https://openlayers.org/).
- [ ] If reporting a bug, I have created a [CodePen](https://codepen.io) or prepared a stack trace (using the latest version and unminified code, so e.g. `ol-debug.js`, not `ol.js`) that shows the issue.

Is there any oportunity to remove space between two line text in label feature?
In API I don't find any oportunity, maybe in library code?
In OpenLayers v2.13 there wasn't any blank space in OL v4.6.4 (and lower) it is. Styling text in label look better for me in previous version OpenLayers. 
Maybe is better option no space between two line and when I need it I just put it... ?
![space_text_line](https://user-images.githubusercontent.com/8928341/37326353-15b7c08e-2692-11e8-8e66-81be5d94f3a3.jpg)


```
text: new ol.style.Text({ 
            text: 3.5 +'\nbar' 
        })
```

",[4 Perfective maintenance],['https://user-images.githubusercontent.com/8928341/37326353-15b7c08e-2692-11e8-8e66-81be5d94f3a3.jpg'],Map/Geospatial Visualization,"Program Output, Desired Output",yaseen
openlayers__openlayers-13509,https://github.com/openlayers/openlayers/issues/13507,"WebGlTile in a group always visible 
See https://codesandbox.io/s/wms-image-custom-proj-forked-dfc1vm?file=/main.js

The map contains a single layer of type Group (ol/layer/Group).
The group contains a single layer of type WebGlTile  (ol/layer/WebGlTile ).

After 3 seconds the code change the visibility of the group (from true to  false)

=> The WebGlTile layer is still visible !

Note : If I change the type of the layer from WebGlTile  to Tile (ol/layer/Tile), the layer is hidden when the group visibility is set to false. The issue is only for WebGlTile 

",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/b8c04ee7c57d4db2a31fe1aaac7a987079c0dfc9/test/rendering/cases/webgl-invisible-group/expected.png],Miscellaneous,Desired Output,yaseen
openlayers__openlayers-14659,https://github.com/openlayers/openlayers/issues/14657,"VectorContext drawFeature() not working with geographic coordinates unless Null Island is in view
**Describe the bug**
Incorrect extent comparison stops drawFeature() working correctly with geographic coordinates.

**To Reproduce**
Animate the marker on the polyline translated close the Null Island https://codesandbox.io/s/feature-move-animation-forked-5bvntu?file=/main.js  Pan the map so Null Island goes out of view.  The animation is not visible.  But if `drawFeature` is replaced by `setStyle`/`drawGeometry` it continues to be visible.

**Expected behavior**
The incorrect extent comparison could be corrected but it seems redundant as it is repeated in the subsequent `drawGeometry` call and could be removed.  The comparison in `drawCircle`  does need fixing.

",[2.1 Incorrect data processing],[https://raw.githubusercontent.com/openlayers/openlayers/6476ced785d8e441d0cccd0ace238d2c518f41f0/test/rendering/cases/immediate-geographic-feature/expected.png],Map/Geospatial Visualization,Desired Output,yaseen
openlayers__openlayers-10694,https://github.com/openlayers/openlayers/issues/10655,"setOpacity of image of feature style not working in 6.2.0
**Describe the bug**
Function setOpacity of image of style has not effect on UI after update to 6.2.0.

**To Reproduce**
Check in 6.1.1 (the feature blinks):
https://jsfiddle.net/o3k9yjqh/

Check in 6.2.0 (the feature does not blink)
https://jsfiddle.net/ob3sdq7h/1/

**Expected behavior**
Opacity should be applied on feature style.

",[2.1 Incorrect data processing],[https://raw.githubusercontent.com/openlayers/openlayers/341e482f309bd55bf37a13c959046bf058d0f8ce/rendering/cases/icon-opacity/expected.png],Map/Geospatial Visualization,Desired Output,yaseen
openlayers__openlayers-14015,https://github.com/openlayers/openlayers/issues/14027,"WebGL tile layers use incorrect cached textures if source is replaced using `setSource()` or view projection is changed
**Describe the bug**
Calling `setSource()` or changing view projection invalidates the cached tile textures but they are not replaced.

**To Reproduce**
https://codesandbox.io/s/data-tiles-forked-uv8p1c?file=/main.js
https://codesandbox.io/s/webgl-tiles-forked-jollu7?file=/main.js
Pan or zoom in.  Tiles from the (correct) new source or projection will be seen, Pan back or zoom out and tiles from the (incorrect) old source or projection will be seen

**Expected behavior**
Cache which is no longer valid should be cleared.  There seems little point in maintaining layer cache for more than one projection as layers are not shared.

",[2.1 Incorrect data processing],[https://raw.githubusercontent.com/openlayers/openlayers/1424788f508cafe5626adcc6b608857edeb2795e/test/rendering/cases/webgl-data-tile-reset-source/expected.png],Diagram,Desired Output,yaseen
openlayers__openlayers-15466,"https://github.com/openlayers/openlayers/issues/15527
https://github.com/openlayers/openlayers/issues/15429
https://github.com/openlayers/openlayers/issues/12567
https://github.com/openlayers/openlayers/issues/7475","Fix image+label combinations when declutterMode different than 'declutter'
This will fix the issue reported in https://github.com/openlayers/ol-mapbox-style/issues/799.

I'm not yet sure if it will be possible to keep all rendering tests regarding render order and declutterMode passing.
Add boolean ignorePlacement option to ol.style.Image and ol.style.Text
- [x] I am submitting a bug or feature request, not a usage question. Go to https://stackoverflow.com/questions/tagged/openlayers for questions.
- [x] I have searched GitHub to see if a similar bug or feature request has already been reported.
- [x] I have verified that the issue is present in the latest version of OpenLayers (see 'LATEST' on https://openlayers.org/).
- [ ] If reporting a bug, I have created a [CodePen](https://codepen.io) or prepared a stack trace (using the latest version and unminified code, so e.g. `ol-debug.js`, not `ol.js`) that shows the issue.

The new `declutter` option in 4.5.0 is a huge development. However, I would ask for one enhancement to be considered. If a layer's style function returns both imagery and text (eg point markers and labels), it would be great to have the option to declutter only text. To me, that seems like a more common requirement. I appreciate that this can be worked around, but changing `declutter` from a boolean to something like `none`, `text`, `geometry`, and `both` (or `all`) would work well.
",[4 Perfective maintenance],[https://raw.githubusercontent.com/openlayers/openlayers/c15cf8b1d5b20a373e5324611a45338ff4e3425e/test/rendering/cases/layer-vector-decluttering-extended/expected.png],Diagram,Desired Output,yaseen
openlayers__openlayers-13648,https://github.com/openlayers/openlayers/issues/13573,"COG trouble with non-square pixels
**Describe the bug**
I'm loading a COG, but only the upper part is shown.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to https://codesandbox.io/s/cog-forked-x0mxoc?file=/main.js (this is the cog example from openlayers just with a different URL)

**Expected behavior**
It should show completely, like in e.g. geotiff.io or QGIS:
![image](https://user-images.githubusercontent.com/8262166/163389009-97e39811-1233-437e-947c-065c1f997e6b.png)

",[2.4 Incorrect output],['https://user-images.githubusercontent.com/8262166/163389009-97e39811-1233-437e-947c-065c1f997e6b.png'],"Map/Geospatial Visualization, Web Interface (UI/UX Element)",Desired Output,yaseen
openlayers__openlayers-14051,https://github.com/openlayers/openlayers/issues/14049,"Incorrect use of `layer.getMinZoom()`
**Describe the bug**
`layer.getMinZoom()` is used incorrectly and could prevent tiles loading.

**To Reproduce**
See https://github.com/openlayers/openlayers/blob/main/src/ol/renderer/webgl/TileLayer.js#L338
`layer.getMinZoom()` is an alternative to `layer.getMaxResolution()` and returns a view zoom level which does not relate directly to tile grid zoom levels. It is used correctly in https://github.com/openlayers/openlayers/blob/main/src/ol/layer/Layer.js#L415-L423

When used directly as a tile grid index this could result in tiles not being loaded (e.g. source with small tile grid which is part of a larger view).  It should either be removed, or to keep the intended purpose, replaced by calculating `tileGrid.getZForResolution()` from `layer.getMaxResolution()` or `view.getResolutionForZoom(layer.getMinZoom())`

**Expected behavior**
Incorrect code removed or replaced.

",[2.1 Incorrect data processing],[https://raw.githubusercontent.com/openlayers/openlayers/aa61e850c0b333bb4d404bd6dfbfc1c59d777f30/test/rendering/cases/webgl-tile-preload/expected.png],Diagram,Desired Output,yaseen
openlayers__openlayers-11088,https://github.com/openlayers/openlayers/issues/11076,"OL + proj4js 2.6.1 and above issue
OpenLayers does not work properly with proj4js version 2.6.1 (description of this release proj4js: Fixed interpretation of axis order).

OL 6.3.2-dev.1589843798021 + proj4js 2.6.0 + View with Mercator projection - **works properly**
![01---ol-6 3 2-dev_proj4js-2 6 0_view-mercator](https://user-images.githubusercontent.com/5003/82498531-72f97100-9af0-11ea-9f99-63a2bf7bdfb1.png)

OL 6.3.2-dev.1589843798021 + proj4js 2.6.0 + View with WMTS layer projection (EPSG:2180) - **works properly**
![02---ol-6 3 2-dev_proj4js-2 6 0_view-EPSG-2180](https://user-images.githubusercontent.com/5003/82498670-af2cd180-9af0-11ea-921b-d470055006a9.png)

OL 6.3.2-dev.1589843798021 + proj4js **2.6.1** + View with Mercator projection - **works incorrectly** (the WMTS layer (EPSG:2180) is rotated)
![03---ol-6 3 2-dev_proj4js-2 6 1_view-mercator](https://user-images.githubusercontent.com/5003/82498815-e26f6080-9af0-11ea-96b0-ba5d1b29cac9.png)

OL 6.3.2-dev.1589843798021 + proj4js 2.6.1 + View with EPSG:2180 projection - **works incorrectly** (the OSM layer (Mercator) is rotated)
![04---ol-6 3 2-dev_proj4js-2 6 1_view-EPSG-2180](https://user-images.githubusercontent.com/5003/82498855-f024e600-9af0-11ea-9118-eb779f040f7e.png)

I used 6.3.2-dev.1589843798021 because versions from 6.2.2-dev.1585261480561 to 6.3.2-dev.1588437998514 contain another bug.

Source of the above examples: https://codesandbox.io/s/openlayers-ortofotomapa-myhp7
",[2.5 Incorrect configuration processing],"['https://user-images.githubusercontent.com/5003/82498531-72f97100-9af0-11ea-9f99-63a2bf7bdfb1.png', 'https://user-images.githubusercontent.com/5003/82498670-af2cd180-9af0-11ea-921b-d470055006a9.png', 'https://user-images.githubusercontent.com/5003/82498815-e26f6080-9af0-11ea-96b0-ba5d1b29cac9.png', 'https://user-images.githubusercontent.com/5003/82498855-f024e600-9af0-11ea-9118-eb779f040f7e.png']",Map/Geospatial Visualization,Program Output,yaseen
openlayers__openlayers-12373,https://github.com/openlayers/openlayers/issues/12361,"Tiledebug layer and TileImage layer with inverted y {-y}
**Describe the bug**
TileDebug do not represent the inverted -y coordinate for tileimage layer. 

**To Reproduce**
Steps to reproduce the behavior:
1. Go to 'https://geoegl.msp.gouv.qc.ca/igo2/mtq-test/?context=tile_debug&sidenav=1&tool=mapTools' 
2. In the Network console (F12), the call made to the TileImage server do not correspond to the tile debug coordinates in Y. 
3. here the layer definition
````
TileDebug
       {
            ""title"": ""tiledebug"",
            ""visible"": true,
            ""sourceOptions"": {
                ""type"": ""tiledebug""
            }
        },
TileImage
        {
            ""baselayer: ""baselayer"",
            ""sourceOptions"": {
                ""url"": ""/service@EPSG_3857/{z}/{x}/{-y}.png"",
                ""type"": ""xyz""
            }
        }
````

**Expected behavior**
How handle a tiledebug layer with an inverted Y coordinate ( {-y} ) without having to define a custom tilegrid?
![image](https://user-images.githubusercontent.com/7397743/119842567-c9a04480-bed4-11eb-9aee-534c2827414a.png)


",[2.4 Incorrect output],['https://user-images.githubusercontent.com/7397743/119842567-c9a04480-bed4-11eb-9aee-534c2827414a.png'],Miscellaneous,Desired Output,yaseen
openlayers__openlayers-11401,https://github.com/openlayers/openlayers/issues/11394,"Hit detection and rendering issue with negative icon scale
**Describe the bug**
When the scale is negative and the rotation is 0
- Hit detection does not work
- Icon is not rendered at the edge of the map

**To Reproduce**
Steps to reproduce the behavior:
1. Go to https://codesandbox.io/s/hitdetection-icon-scale-bd12q
2. Click the penguin / pan the map
3. See result message below map / watch the icon disappear instead of getting cut off at the edge

**Expected behavior**
The hit should register anywhere on the icon / Icon should be rendered in part when it is at the map edge.

",[2.4 Incorrect output],[https://raw.githubusercontent.com/openlayers/openlayers/1a356332f341e60ede7c07b1bc182e8826de8432/rendering/cases/icon-scale/expected.png],Artwork / Photography,Desired Output,yaseen
openlayers__openlayers-15114,https://github.com/openlayers/openlayers/issues/14949,"[WebGL] fill-color property also draws linear rings (clockwise?)
**Describe the bug**
A clear and concise description of what the bug is.
I am trying to convert all of my vectorial layers with polygons to the WebGL layers.
The issue, here, is that I use a world coordinate to draw a reversed zone (everything except hole).

**To Reproduce**
Steps to reproduce the behavior:
1. Go to [codesandbox](https://codesandbox.io/s/webgl-vector-layer-forked-98vtx9?file=/main.js)
2. Zoom to Rennes in France
3. See that 

**Expected behavior**
Before with vectorial style I had the similar behavior of geojson.io.
Now this.

![image](https://github.com/openlayers/openlayers/assets/113348625/642ad6a9-226d-4851-a4d9-04e9b4a9d17c)
![image](https://github.com/openlayers/openlayers/assets/113348625/805fad3b-cdd0-424b-a4b2-8d3f19fe9253)

The actual color I want in fill-color in actually good. But It looks like the color gets overlapped several times.

My investigation is that comes from the clockwise but wrong.

I used these two tools :
- https://geojsonlint.com/ to check the rules.
- https://github.com/mapbox/geojson-rewind to change the order.

NB : If I am not wrong, the usage of geojson-rewind must set the second parameter to false, to follow the 3.1.6 rule?


The result with WebGL
- when the geojson is valid, I have the issue.
- when the geosjon does not follow the rules, the issue disappears.

The result with my previous VectorLayer implem :
- when the geojson is valid, no issue.
- when the geojson is invalid, no issue.

I put comments inside the snippet to change the clockwise.

So, to sum up, it looks like a valid geojson (according to geojsonlint) is not well displayed but an invalid one is well displayed using the WebGL layer.

Let me know if I'm doing something wrong !

Thank you !

",[2.4 Incorrect output],[https://private-user-images.githubusercontent.com/41094/266094547-4be2d7b5-15ea-4cdd-a692-057c1e4dd2ed.png?jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3NzM2MTA3NDMsIm5iZiI6MTc3MzYxMDQ0MywicGF0aCI6Ii80MTA5NC8yNjYwOTQ1NDctNGJlMmQ3YjUtMTVlYS00Y2RkLWE2OTItMDU3YzFlNGRkMmVkLnBuZz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNjAzMTUlMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjYwMzE1VDIxMzQwM1omWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPTBjNzIyOTllYWEyMWZiNjBjY2E4N2FiNzAzODYzOTU3YmI1MGM4NmI2NGQyZDQ3OGFhNDI3M2Y4ODA5ZDAyNzMmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.PQYJzw8uUUvDstQnZUejzSFmReDdoX91_7Jhg2K9iDw],Map/Geospatial Visualization,Program Output,yaseen
openlayers__openlayers-14599,https://github.com/openlayers/openlayers/issues/14595,"Displays attributions from a visible layer that is part of an invisible group layer.
**Describe the bug**
In info popup, when group-layer visibility is false [1] and sub-layer visibility is true [2], then I have text from attributions WMS layer [3] display into popup for ""i"" icon -> despite though it shouldn't be displayed.

ol v 7.3.0 

**To Reproduce**
Sorry. Local app without connect into Internet.

**Expected behavior**
To check this. 
(Or I need some tip to avoid display attributions [3] for invisible group layer [1] which has visible layer [2] with attributions)

IMG from description
![info](https://user-images.githubusercontent.com/8928341/226615918-d1d04359-0028-480b-9420-d937cf53a4d6.jpg)

code snippet
```
const tSource = new TileWMS({
  url: ""/wms_ant"",
  params: { LAYERS: ""v_budynek_sezon_obszar"" },
  serverType: ""geoserver"",
  crossOrigin: ""anonymus"",
  attributions: [ ""SEZON: Budynki <a href='"" + Legend + ""' alt='Legenda warstwy' /></a>"" ]
});
// ******************layer******************
export const t_sezon_budynki = new TileLayer({
  source: tSource,
  visible: localStorage.getItem(""budynki sezon-vi"") ? JSON.parse(localStorage.getItem(""budynki sezon-vi"")) : true,
  opacity: localStorage.getItem(""budynki sezon-op"") ? JSON.parse(localStorage.getItem(""budynki sezon-op"")) : 1,
  title: ""budynki sezon""
});
```
",[2.4 Incorrect output],['https://user-images.githubusercontent.com/8928341/226615918-d1d04359-0028-480b-9420-d937cf53a4d6.jpg'],Map/Geospatial Visualization,Program Output,yaseen
